sample_id,gene,product,drug_class,organism_group,location,isolation_source,isolation_type,bio_sample,collection_year,drug_class_group
GCA_026722305.1,aph(3')-Ia_1,aph(3')-Ia,Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Unclassified
GCA_026722305.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722305.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160604,2018,Beta-lactams
GCA_026722325.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Unclassified
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCMY-42_1,blaCMY-42,Ticarcillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Cefixime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Ertapenem,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Imipenem,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Meropenem,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaNDM-5_1,blaNDM-5,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,aadA2_1,aadA2,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,dfrA12_8,dfrA12,Trimethoprim,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Tetracyclines
GCA_026722325.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Tetracyclines
GCA_026722325.1,erm(B)_18,erm(B),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,erm(B)_18,erm(B),Lincomycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,erm(B)_18,erm(B),Clindamycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,erm(B)_18,erm(B),Quinupristin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,erm(B)_18,erm(B),Pristinamycin_IA,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,erm(B)_18,erm(B),Virginiamycin_S,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,fosA3_1,fosA3,Fosfomycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Aztreonam,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Ceftriaxone,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaCTX-M-55_1,blaCTX-M-55,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,rmtB_1,rmtB,Amikacin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,rmtB_1,rmtB,Gentamicin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,rmtB_1,rmtB,Tobramycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,mph(A)_1,mph(A),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,mph(A)_1,mph(A),Azithromycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,mph(A)_1,mph(A),Spiramycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,mph(A)_1,mph(A),Telithromycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Beta-lactams
GCA_026722325.1,mph(A)_2,mph(A),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,mph(A)_2,mph(A),Azithromycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,mph(A)_2,mph(A),Spiramycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722325.1,mph(A)_2,mph(A),Telithromycin,E.coli and Shigella,China,human,clinical,SAMN30160591,2018,Other
GCA_026722345.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Unclassified
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Cefixime,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Ertapenem,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Imipenem,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Meropenem,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaNDM-5_1,blaNDM-5,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,aadA2_1,aadA2,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,dfrA12_8,dfrA12,Trimethoprim,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,mph(A)_2,mph(A),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,mph(A)_2,mph(A),Azithromycin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,mph(A)_2,mph(A),Spiramycin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,mph(A)_2,mph(A),Telithromycin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,rmtB_1,rmtB,Amikacin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,rmtB_1,rmtB,Gentamicin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,rmtB_1,rmtB,Tobramycin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Other
GCA_026722345.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Tetracyclines
GCA_026722345.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Tetracyclines
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Aztreonam,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Ceftriaxone,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaCTX-M-15_1,blaCTX-M-15,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaOXA-1_1,blaOXA-1,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaOXA-1_1,blaOXA-1,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaOXA-1_1,blaOXA-1,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaOXA-1_1,blaOXA-1,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaOXA-1_1,blaOXA-1,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaOXA-1_1,blaOXA-1,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,blaOXA-1_1,blaOXA-1,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Beta-lactams
GCA_026722345.1,aac(6')-Ib-cr_1,aac(6')-Ib-cr,Ciprofloxacin,E.coli and Shigella,China,human,clinical,SAMN30160603,2018,Fluoroquinolones
GCA_026722365.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Unclassified
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaCMY-2_1,blaCMY-2,Ticarcillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Cefixime,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Ertapenem,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Imipenem,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Meropenem,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,blaNDM-5_1,blaNDM-5,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Beta-lactams
GCA_026722365.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,aadA2_1,aadA2,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,dfrA12_8,dfrA12,Trimethoprim,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,blaTEM-166_1,blaTEM-166,Unclassified,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Unclassified
GCA_026722365.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Tetracyclines
GCA_026722365.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Tetracyclines
GCA_026722365.1,mph(A)_2,mph(A),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,mph(A)_2,mph(A),Azithromycin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,mph(A)_2,mph(A),Spiramycin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722365.1,mph(A)_2,mph(A),Telithromycin,E.coli and Shigella,China,human,clinical,SAMN30160605,2018,Other
GCA_026722545.1,aadA2_1,aadA2,Streptomycin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,dfrA12_8,dfrA12,Trimethoprim,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,aac(3)-IVa_1,aac(3)-IVa,Gentamicin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,aac(3)-IVa_1,aac(3)-IVa,Tobramycin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,floR_2,floR,Chloramphenicol,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Phenicols
GCA_026722545.1,floR_2,floR,Florfenicol,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Phenicols
GCA_026722545.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Tetracyclines
GCA_026722545.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Tetracyclines
GCA_026722545.1,mph(A)_2,mph(A),Erythromycin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,mph(A)_2,mph(A),Azithromycin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,mph(A)_2,mph(A),Spiramycin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,mph(A)_2,mph(A),Telithromycin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Amoxicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Ampicillin+Clavulanic_acid,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Cefixime,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Cefoxitin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Ertapenem,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Imipenem,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Meropenem,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaNDM-5_1,blaNDM-5,Piperacillin+Tazobactam,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,fosA3_1,fosA3,Fosfomycin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Other
GCA_026722545.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Amoxicillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Ampicillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Aztreonam,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Cefepime,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Cefotaxime,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Ceftazidime,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Ceftriaxone,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Piperacillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
GCA_026722545.1,blaCTX-M-14_1,blaCTX-M-14,Ticarcillin,E.coli and Shigella,China,human,clinical,SAMN30160593,2018,Beta-lactams
